f_1,f_2,f_3,f_4,"w_1,1","w_1,2","w_1,3","w_1,4","w_2,1","w_2,2","w_2,3","w_2,4","w_3,1","w_3,2","w_3,3","w_3,4","w_4,1","w_4,2","w_4,3","w_4,4"
20564,1228,64254,65280,-3,-2,2,0,1,4,1,0,2,-1,2,0,-1,-3,-1,1
20692,1228,64254,65280,-3,-2,2,0,1,4,1,0,3,-1,2,0,-1,-3,-1,1
17620,1228,64254,65280,-3,-2,2,0,3,4,1,0,2,-1,2,0,-2,-3,-1,1
17628,1228,64254,65280,-3,-2,2,0,4,4,1,0,2,-1,2,0,-3,-3,-1,1
17612,1228,64254,65280,-3,-2,2,0,4,4,1,0,0,-1,2,0,-3,-3,-1,1
17484,1228,64254,65280,-3,-2,2,0,4,4,1,0,-1,-1,2,0,-2,-3,-1,1
17476,1228,64254,65280,-3,-2,2,0,3,4,1,0,-1,-1,2,0,-1,-3,-1,1
17492,1228,64254,65280,-3,-2,2,0,2,4,1,0,1,-1,2,0,-1,-3,-1,1
19532,1228,64254,65280,-1,-2,2,0,2,4,1,0,-1,-1,2,0,0,-3,-1,1
19660,1228,64254,65280,-1,-2,2,0,3,4,1,0,-1,-1,2,0,-1,-3,-1,1
20560,1228,64254,65280,-2,-2,2,0,0,4,1,0,2,-1,2,0,-1,-3,-1,1
8738,1228,64254,65280,3,-2,2,0,-4,4,1,0,-1,-1,2,0,-1,-3,-1,1
2570,1228,64254,65280,2,-2,2,0,0,4,1,0,-2,-1,2,0,-1,-3,-1,1
514,1228,64254,65280,2,-2,2,0,-3,4,1,0,-2,-1,2,0,-1,-3,-1,1
206,1228,64254,65280,1,-2,2,0,3,4,1,0,-2,-1,2,0,-4,-3,-1,1
204,1228,64254,65280,-1,-2,2,0,3,4,1,0,-1,-1,2,0,-4,-3,-1,1
0,1228,64254,65280,-1,-2,2,0,0,4,1,0,-1,-1,2,0,-4,-3,-1,1
4112,1228,64254,65280,-4,-2,2,0,-4,4,1,0,4,-1,2,0,-3,-3,-1,1
28784,1228,64254,65280,-2,-2,2,0,-2,4,1,0,4,-1,2,0,-1,-3,-1,1
52430,1228,64254,65280,1,-2,2,0,3,4,1,0,-1,-1,2,0,-1,-3,-1,1
52428,1228,64254,65280,-1,-2,2,0,3,4,1,0,-1,-1,2,0,0,-3,-1,1
54484,1100,64254,65280,-4,-3,2,0,3,4,1,0,2,-1,2,0,0,-3,-1,1
54484,36494,64254,65280,-4,2,2,0,3,2,1,0,2,-2,2,0,0,-1,-1,1
54492,36494,64254,65280,-2,2,2,0,3,2,1,0,2,-2,2,0,-1,-1,-1,1
76,36494,64254,65280,-2,2,2,0,3,2,1,0,-1,-2,2,0,-3,-1,-1,1
14,36494,64254,65280,1,2,2,0,1,2,1,0,-2,-2,2,0,-3,-1,-1,1
12,36494,64254,65280,0,2,2,0,2,2,1,0,-2,-2,2,0,-3,-1,-1,1
10,36494,64254,65280,2,2,2,0,0,2,1,0,-2,-2,2,0,-3,-1,-1,1
220,36494,64254,65280,-1,2,2,0,2,2,1,0,1,-2,2,0,-3,-1,-1,1
204,36494,64254,65280,-1,2,2,0,2,2,1,0,0,-2,2,0,-3,-1,-1,1
206,36494,64254,65280,1,2,2,0,3,2,1,0,-1,-2,2,0,-4,-1,-1,1
212,36494,64254,65280,-3,2,2,0,3,2,1,0,1,-2,2,0,-4,-1,-1,1
142,36494,64254,65280,1,2,2,0,3,2,1,0,-3,-2,2,0,-4,-1,-1,1
142,36590,64254,65280,1,3,2,0,3,3,1,0,-3,-2,2,0,-4,-1,-1,1
142,36558,64254,65280,1,2,2,0,3,3,1,0,-3,-2,2,0,-4,-1,-1,1
142,36526,64254,65280,1,3,2,0,3,2,1,0,-3,-2,2,0,-4,-1,-1,1
220,36526,64254,65280,-1,3,2,0,3,2,1,0,1,-2,2,0,-4,-1,-1,1
220,36558,64254,65280,-1,2,2,0,3,3,1,0,1,-2,2,0,-4,-1,-1,1
220,36590,64254,65280,-1,3,2,0,3,3,1,0,1,-2,2,0,-4,-1,-1,1
84,36590,64254,65280,-4,3,2,0,3,3,1,0,1,-2,2,0,-4,-1,-1,1
84,36558,64254,65280,-4,2,2,0,3,3,1,0,1,-2,2,0,-4,-1,-1,1
84,36526,64254,65280,-4,3,2,0,3,2,1,0,1,-2,2,0,-4,-1,-1,1
84,44718,64254,65280,-4,4,2,0,3,2,1,0,1,-2,2,0,-4,-1,-1,1
84,44782,64254,65280,-4,4,2,0,3,3,1,0,1,-2,2,0,-4,-1,-1,1
112,44782,64254,65280,-1,4,2,0,-1,3,1,0,2,-2,2,0,-4,-1,-1,1
112,44718,64254,65280,-1,4,2,0,-1,2,1,0,2,-2,2,0,-4,-1,-1,1
112,47802,64254,65280,-1,4,2,0,-1,-2,1,0,2,2,2,0,-4,-1,-1,1
112,45754,64254,65280,-1,4,2,0,-1,-3,1,0,2,2,2,0,-4,-1,-1,1
112,45746,64254,65280,-1,4,2,0,-1,-4,1,0,2,2,2,0,-4,-1,-1,1
8754,45746,64254,65280,3,4,2,0,-4,-4,1,0,1,2,2,0,-2,-1,-1,1
8882,45746,64254,65280,4,4,2,0,-4,-4,1,0,1,2,2,0,-2,-1,-1,1
8890,45746,64254,65280,4,4,2,0,-3,-4,1,0,1,2,2,0,-2,-1,-1,1
8746,45746,64254,65280,4,4,2,0,-3,-4,1,0,-1,2,2,0,-2,-1,-1,1
8738,45746,64254,65280,4,4,2,0,-4,-4,1,0,-1,2,2,0,-2,-1,-1,1
8874,45746,64254,65280,4,4,2,0,-2,-4,1,0,-1,2,2,0,-2,-1,-1,1
8874,47866,64254,65280,4,3,2,0,-2,-1,1,0,-1,2,2,0,-2,-1,-1,1
8882,47866,64254,65280,3,3,2,0,-3,-1,1,0,1,2,2,0,-2,-1,-1,1
8890,47866,64254,65280,3,3,2,0,-2,-1,1,0,1,2,2,0,-2,-1,-1,1
8890,47802,64254,65280,3,4,2,0,-2,-2,1,0,1,2,2,0,-2,-1,-1,1
8882,47802,64254,65280,3,4,2,0,-3,-2,1,0,2,2,2,0,-2,-1,-1,1
8874,47802,64254,65280,4,4,2,0,-2,-2,1,0,0,2,2,0,-2,-1,-1,1
8874,43774,64254,65280,4,3,2,0,-2,1,1,0,0,1,2,0,-2,-2,-1,1
8874,43770,64254,65280,4,3,2,0,-2,0,1,0,0,2,2,0,-2,-2,-1,1
8874,43706,64254,65280,4,4,2,0,-2,-1,1,0,0,1,2,0,-2,-2,-1,1
8874,43690,64254,65280,4,4,2,0,-2,-1,1,0,0,0,2,0,-2,-2,-1,1
8874,43694,64254,65280,4,4,2,0,-2,1,1,0,0,-1,2,0,-2,-2,-1,1
8882,43694,64254,65280,3,4,2,0,-3,1,1,0,2,-1,2,0,-2,-2,-1,1
8890,43694,64254,65280,4,4,2,0,-3,1,1,0,2,-1,2,0,-3,-2,-1,1
8890,43706,64254,65280,4,4,2,0,-3,-1,1,0,2,1,2,0,-3,-2,-1,1
8890,43758,64254,65280,4,4,2,0,-3,1,1,0,2,0,2,0,-3,-2,-1,1
8882,43758,64254,65280,4,4,2,0,-4,1,1,0,2,0,2,0,-3,-2,-1,1
8882,43770,64254,65280,4,4,2,0,-4,0,1,0,2,1,2,0,-3,-2,-1,1
8890,43770,64254,65280,4,4,2,0,-3,0,1,0,2,1,2,0,-3,-2,-1,1
8882,43706,64254,65280,4,4,2,0,-4,-1,1,0,2,1,2,0,-3,-2,-1,1
8882,43774,64254,65280,4,4,2,0,-4,1,1,0,2,1,2,0,-3,-2,-1,1
8890,43774,64254,65280,4,4,2,0,-3,1,1,0,2,1,2,0,-3,-2,-1,1
8890,36526,64254,65280,4,4,2,0,-3,3,1,0,2,-3,2,0,-3,-2,-1,1
8882,36526,64254,65280,4,4,2,0,-4,3,1,0,2,-3,2,0,-3,-2,-1,1
112,36526,64254,65280,-1,4,2,0,-1,3,1,0,2,-3,2,0,-3,-2,-1,1
1028,36526,64254,65280,-3,4,2,0,1,3,1,0,-1,-3,2,0,0,-2,-1,1
1036,36526,64254,65280,-1,4,2,0,2,3,1,0,-2,-3,2,0,-1,-2,-1,1
1092,36526,64254,65280,-2,4,2,0,2,3,1,0,-1,-3,2,0,-1,-2,-1,1
1228,36526,64254,65280,-1,4,2,0,3,3,1,0,-1,-3,2,0,-2,-2,-1,1
1100,36526,64254,65280,-2,4,2,0,3,3,1,0,-1,-3,2,0,-2,-2,-1,1
1100,43758,64254,65280,-2,4,2,0,3,2,1,0,-1,-1,2,0,-2,-2,-1,1
1100,43770,64254,65280,-2,4,2,0,3,0,1,0,-1,1,2,0,-2,-2,-1,1
1100,43774,64254,65280,-2,4,2,0,3,1,1,0,-1,1,2,0,-2,-2,-1,1
1100,43706,64254,65280,-2,4,2,0,3,-1,1,0,-1,1,2,0,-2,-2,-1,1
1100,8890,64254,65280,-2,4,2,0,3,-3,1,0,-1,1,2,0,-2,-2,-1,1
1100,8882,64254,65280,-2,4,2,0,3,-4,1,0,-1,2,2,0,-2,-2,-1,1
1100,8754,64254,65280,-2,3,2,0,3,-4,1,0,-1,1,2,0,-2,-2,-1,1
1100,8738,64254,65280,-2,3,2,0,3,-4,1,0,-1,0,2,0,-2,-2,-1,1
1100,8746,64254,65280,-2,4,2,0,3,-3,1,0,-1,-1,2,0,-2,-2,-1,1
1100,8874,64254,65280,-2,4,2,0,3,-3,1,0,-1,0,2,0,-2,-2,-1,1
1100,1100,64254,65280,-2,-2,2,0,3,3,1,0,-1,-2,2,0,-2,-2,-1,1
1100,3148,64254,65280,-2,-1,2,0,3,4,1,0,-1,-3,2,0,-2,-2,-1,1
1100,3084,64254,65280,-2,-1,2,0,3,4,1,0,-1,-4,2,0,-2,-2,-1,1
1100,3086,64254,65280,-2,1,2,0,3,2,1,0,-1,-4,2,0,-2,-1,-1,1
1100,3214,64254,65280,-2,1,2,0,3,2,1,0,-1,-2,2,0,-2,-1,-1,1
1100,3276,64254,65280,-2,0,2,0,3,3,1,0,-1,-2,2,0,-2,-1,-1,1
1100,3278,64254,65280,-2,1,2,0,3,3,1,0,-1,-2,2,0,-2,-2,-1,1
1100,3726,64254,65280,-2,3,2,0,3,3,1,0,-1,-4,2,0,-2,-2,-1,1
1100,3598,64254,65280,-2,1,2,0,3,3,1,0,-1,-4,2,0,-2,0,-1,1
1100,2702,64254,65280,-2,3,2,0,3,2,1,0,-1,-4,2,0,-2,-2,-1,1
