f_1,f_2,f_3,f_4,"w_1,1","w_1,2","w_1,3","w_1,4","w_2,1","w_2,2","w_2,3","w_2,4","w_3,1","w_3,2","w_3,3","w_3,4","w_4,1","w_4,2","w_4,3","w_4,4"
52942,3278,61680,65280,1,1,0,0,2,3,0,0,-1,-2,2,0,0,-2,-1,1
52942,1100,61680,65280,1,-1,0,0,2,3,0,0,-1,-2,2,0,0,-2,-1,1
52942,204,61680,65280,1,0,0,0,2,3,0,0,-1,-2,2,0,0,-3,-1,1
52942,206,61680,65280,1,1,0,0,2,2,0,0,-1,-1,2,0,0,-3,-1,1
52942,43758,61680,65280,1,2,0,0,2,1,0,0,-1,0,2,0,0,-1,-1,1
52942,238,61680,65280,1,2,0,0,2,1,0,0,-1,0,2,0,0,-3,-1,1
10922,522,61680,65280,3,2,0,0,-1,-1,0,0,-1,-2,2,0,-1,-1,-1,1
8874,522,61680,65280,4,2,0,0,-2,-1,0,0,-1,-2,2,0,-2,-1,-1,1
52974,522,61680,65280,3,2,0,0,4,-1,0,0,-1,-2,2,0,-2,-1,-1,1
1036,17612,61680,65280,-2,-1,0,0,4,2,0,0,-4,0,2,0,-2,-1,-1,1
8874,2570,61680,65280,2,2,0,0,-1,0,0,0,0,-2,2,0,-1,-1,-1,1
17612,2570,61680,65280,-1,2,0,0,2,0,0,0,0,-2,2,0,-1,-1,-1,1
1036,3148,61680,65280,-1,-1,0,0,2,3,0,0,-2,-2,2,0,-1,-1,-1,1
8746,3148,61680,65280,4,-1,0,0,-3,3,0,0,-2,-2,2,0,-1,-1,-1,1
8874,3148,61680,65280,4,-1,0,0,-2,3,0,0,-1,-2,2,0,-2,-1,-1,1
17612,3148,61680,65280,-2,-1,0,0,4,3,0,0,-1,-2,2,0,-2,-1,-1,1
17484,3148,61680,65280,-3,-1,0,0,4,3,0,0,-1,-2,2,0,-2,-1,-1,1
52430,3148,61680,65280,1,-1,0,0,4,3,0,0,-1,-2,2,0,-2,-1,-1,1
2574,3148,61680,65280,2,-1,0,0,1,3,0,0,-3,-2,2,0,-1,-1,-1,1
3278,3148,61680,65280,1,-1,0,0,4,3,0,0,-2,-2,2,0,-3,-1,-1,1
19532,42,61680,65280,-2,3,0,0,4,-1,0,0,-2,-2,2,0,-1,-3,-1,1
52974,42,61680,65280,2,3,0,0,4,-1,0,0,-1,-2,2,0,-1,-3,-1,1
3598,42,61680,65280,1,3,0,0,1,-1,0,0,-2,-2,2,0,0,-3,-1,1
2574,42,61680,65280,2,3,0,0,1,-1,0,0,-3,-2,2,0,-1,-3,-1,1
2570,42,61680,65280,2,3,0,0,0,-1,0,0,-3,-2,2,0,-1,-3,-1,1
3084,42,61680,65280,0,3,0,0,1,-1,0,0,-3,-2,2,0,0,-3,-1,1
10794,42,61680,65280,4,3,0,0,-3,-1,0,0,-3,-2,2,0,0,-3,-1,1
10922,42,61680,65280,4,3,0,0,-1,-1,0,0,-2,-2,2,0,-1,-3,-1,1
52942,42,61680,65280,1,3,0,0,2,-1,0,0,-1,-2,2,0,0,-3,-1,1
3278,42,61680,65280,1,3,0,0,3,-1,0,0,-2,-2,2,0,-2,-3,-1,1
44782,2574,61680,65280,3,2,0,0,2,1,0,0,-1,-3,2,0,-1,-1,-1,1
44782,76,61680,65280,3,-1,0,0,2,3,0,0,-1,-2,2,0,-1,-3,-1,1
44782,206,61680,65280,3,1,0,0,2,2,0,0,-1,-1,2,0,-1,-3,-1,1
44782,3086,61680,65280,3,1,0,0,2,2,0,0,-1,-3,2,0,-1,-1,-1,1
44782,522,61680,65280,3,2,0,0,2,-1,0,0,-1,-2,2,0,-1,-1,-1,1
44782,42,61680,65280,3,2,0,0,2,-1,0,0,-1,-1,2,0,-1,-2,-1,1
19532,68,61680,65280,-1,-2,0,0,2,2,0,0,-1,-1,2,0,0,-2,-1,1
3598,68,61680,65280,1,-2,0,0,2,2,0,0,-3,-1,2,0,0,-2,-1,1
2574,68,61680,65280,2,-2,0,0,1,2,0,0,-3,-1,2,0,-1,-2,-1,1
2570,68,61680,65280,2,-2,0,0,0,2,0,0,-3,-1,2,0,-1,-2,-1,1
10794,68,61680,65280,4,-2,0,0,-2,2,0,0,-3,-1,2,0,0,-2,-1,1
1036,68,61680,65280,-1,-2,0,0,2,2,0,0,-3,-1,2,0,-1,-2,-1,1
52942,68,61680,65280,1,-2,0,0,2,2,0,0,-1,-1,2,0,0,-2,-1,1
3278,68,61680,65280,1,-2,0,0,3,2,0,0,-2,-1,2,0,-2,-2,-1,1
10794,34,61680,65280,2,1,0,0,-1,-2,0,0,-1,0,2,0,0,-2,-1,1
2574,34,61680,65280,2,1,0,0,1,-2,0,0,-3,0,2,0,-1,-2,-1,1
2570,34,61680,65280,2,1,0,0,0,-2,0,0,-3,0,2,0,-1,-2,-1,1
3598,34,61680,65280,1,1,0,0,1,-2,0,0,-3,0,2,0,0,-2,-1,1
3084,34,61680,65280,0,1,0,0,1,-2,0,0,-3,0,2,0,0,-2,-1,1
19532,34,61680,65280,-3,1,0,0,4,-2,0,0,-3,0,2,0,0,-2,-1,1
3278,34,61680,65280,1,1,0,0,3,-2,0,0,-2,0,2,0,-2,-2,-1,1
52942,34,61680,65280,1,1,0,0,2,-2,0,0,-1,0,2,0,0,-2,-1,1
44718,204,61680,65280,3,0,0,0,2,2,0,0,-2,0,2,0,0,-2,-1,1
44718,76,61680,65280,3,-1,0,0,2,2,0,0,-2,-1,2,0,0,-2,-1,1
44718,206,61680,65280,3,1,0,0,2,2,0,0,-2,-1,2,0,0,-3,-1,1
44718,238,61680,65280,3,1,0,0,2,2,0,0,-2,0,2,0,0,-3,-1,1
44718,1100,61680,65280,3,-1,0,0,2,2,0,0,-2,-1,2,0,0,-1,-1,1
44718,1228,61680,65280,3,-1,0,0,2,3,0,0,-2,-1,2,0,0,-2,-1,1
44718,17612,61680,65280,3,-2,0,0,2,4,0,0,-2,-1,2,0,0,-2,-1,1
44718,682,61680,65280,3,3,0,0,2,-1,0,0,-2,-1,2,0,0,-2,-1,1
44718,3278,61680,65280,3,1,0,0,2,3,0,0,-2,-2,2,0,0,-2,-1,1
44718,42,61680,65280,3,4,0,0,2,-1,0,0,-2,-3,2,0,0,-4,-1,1
44718,68,61680,65280,3,-3,0,0,2,3,0,0,-2,-2,2,0,0,-4,-1,1
44718,34,61680,65280,3,4,0,0,2,-4,0,0,-2,-3,2,0,0,-4,-1,1
43758,3278,61680,65280,4,1,0,0,2,3,0,0,-1,-2,2,0,-2,-2,-1,1
43758,3148,61680,65280,4,-1,0,0,2,4,0,0,-1,-3,2,0,-2,-2,-1,1
43758,3084,61680,65280,4,0,0,0,2,3,0,0,-1,-3,2,0,-2,-2,-1,1
43758,3086,61680,65280,4,1,0,0,2,2,0,0,-1,-3,2,0,-2,-1,-1,1
43758,2574,61680,65280,4,2,0,0,2,1,0,0,-1,-3,2,0,-2,-1,-1,1
43758,2570,61680,65280,4,3,0,0,2,0,0,0,-1,-3,2,0,-2,-1,-1,1
43758,2602,61680,65280,4,4,0,0,2,-1,0,0,-1,-3,2,0,-2,-1,-1,1
43758,522,61680,65280,4,3,0,0,2,-2,0,0,-1,-3,2,0,-2,-1,-1,1
43758,1100,61680,65280,4,-2,0,0,2,3,0,0,-1,-2,2,0,-2,-1,-1,1
43694,3148,61680,65280,4,-1,0,0,1,3,0,0,-1,-2,2,0,-2,-1,-1,1
43694,2602,61680,65280,4,3,0,0,1,-1,0,0,-1,-2,2,0,-2,-1,-1,1
43694,682,61680,65280,4,4,0,0,1,-1,0,0,-1,-2,2,0,-2,-3,-1,1
43694,1228,61680,65280,4,-1,0,0,1,3,0,0,-1,-1,2,0,-2,-2,-1,1
2734,2602,61680,65280,4,3,0,0,2,-1,0,0,-3,-2,2,0,-3,-1,-1,1
2734,2574,61680,65280,4,2,0,0,2,1,0,0,-3,-3,2,0,-3,-1,-1,1
2734,2570,61680,65280,4,2,0,0,2,0,0,0,-3,-3,2,0,-3,-1,-1,1
2734,43758,61680,65280,4,2,0,0,2,1,0,0,-3,0,2,0,-3,-1,-1,1
2734,238,61680,65280,4,2,0,0,2,1,0,0,-3,0,2,0,-3,-3,-1,1
2734,682,61680,65280,4,3,0,0,2,-1,0,0,-3,-1,2,0,-3,-2,-1,1
2734,206,61680,65280,4,1,0,0,2,2,0,0,-3,-1,2,0,-3,-3,-1,1
2734,204,61680,65280,4,0,0,0,2,3,0,0,-3,-1,2,0,-3,-3,-1,1
2734,76,61680,65280,4,-1,0,0,2,2,0,0,-3,-1,2,0,-3,-3,-1,1
2734,68,61680,65280,4,-2,0,0,2,2,0,0,-3,-1,2,0,-3,-3,-1,1
2734,522,61680,65280,4,2,0,0,2,-1,0,0,-3,-2,2,0,-3,-1,-1,1
2734,42,61680,65280,4,2,0,0,2,-1,0,0,-3,-1,2,0,-3,-2,-1,1
2734,34,61680,65280,4,2,0,0,2,-2,0,0,-3,-1,2,0,-3,-2,-1,1
2734,1228,61680,65280,4,-1,0,0,2,3,0,0,-3,-1,2,0,-3,-2,-1,1
2734,17612,61680,65280,4,-2,0,0,2,4,0,0,-3,-1,2,0,-3,-2,-1,1
2734,3148,61680,65280,4,-2,0,0,2,4,0,0,-3,-3,2,0,-3,-1,-1,1
2734,3084,61680,65280,4,-1,0,0,2,3,0,0,-3,-3,2,0,-3,-1,-1,1
2734,3086,61680,65280,4,1,0,0,2,2,0,0,-3,-3,2,0,-3,-1,-1,1
2730,3086,61680,65280,4,1,0,0,0,2,0,0,-3,-3,2,0,-3,-1,-1,1
2730,2574,61680,65280,4,2,0,0,0,1,0,0,-3,-3,2,0,-3,-1,-1,1
2730,522,61680,65280,4,2,0,0,0,-1,0,0,-3,-3,2,0,-3,-1,-1,1
2730,76,61680,65280,4,-2,0,0,0,3,0,0,-3,-2,2,0,-3,-3,-1,1
2730,206,61680,65280,4,1,0,0,0,2,0,0,-3,-1,2,0,-3,-3,-1,1
2730,42,61680,65280,4,2,0,0,0,-1,0,0,-3,-1,2,0,-3,-3,-1,1
2602,42,61680,65280,4,2,0,0,-1,-1,0,0,-3,-1,2,0,-2,-3,-1,1
2602,34,61680,65280,4,2,0,0,-1,-2,0,0,-3,-1,2,0,-2,-3,-1,1
2602,10,61680,65280,4,1,0,0,-1,0,0,0,-3,-1,2,0,-2,-3,-1,1
2602,14,61680,65280,4,1,0,0,-1,1,0,0,-3,-2,2,0,-2,-3,-1,1
2602,76,61680,65280,4,-1,0,0,-1,3,0,0,-3,-2,2,0,-2,-3,-1,1
2602,68,61680,65280,4,-3,0,0,-1,3,0,0,-3,-2,2,0,-2,-3,-1,1
2602,204,61680,65280,4,0,0,0,-1,3,0,0,-3,-2,2,0,-2,-3,-1,1
2602,238,61680,65280,4,1,0,0,-1,2,0,0,-3,0,2,0,-2,-3,-1,1
2602,206,61680,65280,4,1,0,0,-1,2,0,0,-3,-1,2,0,-2,-3,-1,1
2602,4,61680,65280,4,-2,0,0,-1,2,0,0,-3,-2,2,0,-2,-3,-1,1
2602,12,61680,65280,4,-1,0,0,-1,2,0,0,-3,-2,2,0,-2,-3,-1,1
2602,522,61680,65280,4,2,0,0,-1,-1,0,0,-3,-2,2,0,-2,-1,-1,1
2602,682,61680,65280,4,3,0,0,-1,-1,0,0,-3,-1,2,0,-2,-2,-1,1
2602,2574,61680,65280,4,3,0,0,-1,1,0,0,-3,-4,2,0,-2,-2,-1,1
2602,3086,61680,65280,4,1,0,0,-1,3,0,0,-3,-4,2,0,-2,-2,-1,1
2602,3278,61680,65280,4,1,0,0,-1,3,0,0,-3,-2,2,0,-2,-2,-1,1
2602,1228,61680,65280,4,-1,0,0,-1,3,0,0,-3,-1,2,0,-2,-2,-1,1
2602,17612,61680,65280,4,-2,0,0,-1,4,0,0,-3,-1,2,0,-2,-2,-1,1
2602,17484,61680,65280,4,-3,0,0,-1,4,0,0,-3,-1,2,0,-2,-2,-1,1
2602,1100,61680,65280,4,-3,0,0,-1,4,0,0,-3,-1,2,0,-2,-3,-1,1
2602,8746,61680,65280,4,4,0,0,-1,-3,0,0,-3,-1,2,0,-2,-2,-1,1
2602,43694,61680,65280,4,4,0,0,-1,1,0,0,-3,-1,2,0,-2,-2,-1,1
2602,43758,61680,65280,4,4,0,0,-1,1,0,0,-3,0,2,0,-2,-2,-1,1
2602,52430,61680,65280,4,1,0,0,-1,4,0,0,-3,-1,2,0,-2,-2,-1,1
2602,2,61680,65280,4,3,0,0,-1,-3,0,0,-3,-3,2,0,-2,-3,-1,1
204,2574,61680,65280,0,3,0,0,3,1,0,0,-2,-4,2,0,-3,-2,-1,1
204,2570,61680,65280,0,4,0,0,3,0,0,0,-2,-4,2,0,-3,-2,-1,1
204,522,61680,65280,0,4,0,0,3,-1,0,0,-2,-4,2,0,-3,-3,-1,1
204,3086,61680,65280,0,1,0,0,3,2,0,0,-2,-4,2,0,-3,-1,-1,1
204,3084,61680,65280,0,0,0,0,3,3,0,0,-2,-4,2,0,-3,-1,-1,1
204,3148,61680,65280,0,-1,0,0,3,3,0,0,-2,-2,2,0,-3,-1,-1,1
204,3278,61680,65280,0,1,0,0,3,3,0,0,-2,-2,2,0,-3,-2,-1,1
206,522,61680,65280,1,2,0,0,2,-1,0,0,-1,-2,2,0,-3,-1,-1,1
206,2574,61680,65280,1,2,0,0,2,1,0,0,-1,-3,2,0,-3,-1,-1,1
206,3084,61680,65280,1,0,0,0,2,3,0,0,-1,-3,2,0,-3,-1,-1,1
206,3086,61680,65280,1,1,0,0,2,2,0,0,-1,-3,2,0,-3,-1,-1,1
206,3148,61680,65280,1,-1,0,0,2,3,0,0,-1,-2,2,0,-3,-1,-1,1
206,3276,61680,65280,1,0,0,0,2,2,0,0,-1,-1,2,0,-3,-1,-1,1
206,3278,61680,65280,1,1,0,0,2,3,0,0,-1,-2,2,0,-3,-2,-1,1
206,1228,61680,65280,1,-1,0,0,2,3,0,0,-1,-1,2,0,-3,-2,-1,1
206,2570,61680,65280,1,2,0,0,2,0,0,0,-1,-2,2,0,-3,-1,-1,1
174,1228,61680,65280,2,-1,0,0,1,3,0,0,-1,-1,2,0,-3,-2,-1,1
174,3276,61680,65280,2,0,0,0,1,3,0,0,-1,-1,2,0,-3,-2,-1,1
174,3278,61680,65280,2,1,0,0,1,3,0,0,-1,-2,2,0,-3,-2,-1,1
174,3086,61680,65280,2,1,0,0,1,3,0,0,-1,-4,2,0,-3,-2,-1,1
174,3084,61680,65280,2,0,0,0,1,4,0,0,-1,-4,2,0,-3,-2,-1,1
174,3148,61680,65280,2,-1,0,0,1,4,0,0,-1,-3,2,0,-3,-2,-1,1
174,2574,61680,65280,2,2,0,0,1,1,0,0,-1,-3,2,0,-3,-1,-1,1
174,522,61680,65280,2,2,0,0,1,-1,0,0,-1,-3,2,0,-3,-1,-1,1
174,44782,61680,65280,2,4,0,0,1,3,0,0,-1,-2,2,0,-3,-1,-1,1
174,2570,61680,65280,2,2,0,0,1,0,0,0,-1,-3,2,0,-3,-1,-1,1
522,68,61680,65280,2,-1,0,0,-1,1,0,0,-2,0,2,0,-1,-1,-1,1
522,76,61680,65280,2,-1,0,0,-1,2,0,0,-2,-1,2,0,-1,-2,-1,1
522,204,61680,65280,2,0,0,0,-1,2,0,0,-2,-1,2,0,-1,-2,-1,1
522,206,61680,65280,2,1,0,0,-1,2,0,0,-2,-1,2,0,-1,-3,-1,1
522,238,61680,65280,2,1,0,0,-1,2,0,0,-2,0,2,0,-1,-3,-1,1
522,682,61680,65280,2,3,0,0,-1,-1,0,0,-2,-1,2,0,-1,-2,-1,1
522,34,61680,65280,2,3,0,0,-1,-3,0,0,-2,-1,2,0,-1,-3,-1,1
522,42,61680,65280,2,3,0,0,-1,-2,0,0,-2,-1,2,0,-1,-3,-1,1
522,2602,61680,65280,2,4,0,0,-1,-1,0,0,-2,-3,2,0,-1,-2,-1,1
522,3148,61680,65280,2,-1,0,0,-1,3,0,0,-2,-2,2,0,-1,-1,-1,1
522,3276,61680,65280,2,0,0,0,-1,3,0,0,-2,-2,2,0,-1,-1,-1,1
522,3278,61680,65280,2,1,0,0,-1,3,0,0,-2,-2,2,0,-1,-2,-1,1
522,1228,61680,65280,2,-1,0,0,-1,3,0,0,-2,-1,2,0,-1,-2,-1,1
522,1092,61680,65280,2,-3,0,0,-1,3,0,0,-2,-1,2,0,-1,-2,-1,1
522,1100,61680,65280,2,-2,0,0,-1,3,0,0,-2,-1,2,0,-1,-2,-1,1
522,17612,61680,65280,2,-2,0,0,-1,4,0,0,-2,-1,2,0,-1,-2,-1,1
522,43758,61680,65280,2,4,0,0,-1,2,0,0,-2,-1,2,0,-1,-2,-1,1
522,44782,61680,65280,2,4,0,0,-1,3,0,0,-2,-1,2,0,-1,-2,-1,1
514,17612,61680,65280,1,-2,0,0,-1,4,0,0,-1,-1,2,0,0,-2,-1,1
514,204,61680,65280,1,-1,0,0,-1,3,0,0,-1,-1,2,0,0,-3,-1,1
514,76,61680,65280,1,-2,0,0,-1,3,0,0,-1,-1,2,0,0,-3,-1,1
514,68,61680,65280,1,-3,0,0,-1,3,0,0,-1,-1,2,0,0,-3,-1,1
514,34,61680,65280,1,2,0,0,-1,-2,0,0,-1,-1,2,0,0,-3,-1,1
514,42,61680,65280,1,2,0,0,-1,-1,0,0,-1,-1,2,0,0,-3,-1,1
514,238,61680,65280,1,2,0,0,-1,1,0,0,-1,0,2,0,0,-3,-1,1
514,206,61680,65280,1,1,0,0,-1,2,0,0,-1,-1,2,0,0,-3,-1,1
514,682,61680,65280,1,3,0,0,-1,-1,0,0,-1,-1,2,0,0,-2,-1,1
514,1228,61680,65280,1,-1,0,0,-1,3,0,0,-1,-1,2,0,0,-2,-1,1
514,1100,61680,65280,1,-2,0,0,-1,3,0,0,-1,-1,2,0,0,-2,-1,1
514,3278,61680,65280,1,1,0,0,-1,3,0,0,-1,-2,2,0,0,-2,-1,1
514,43758,61680,65280,1,4,0,0,-1,2,0,0,-1,-1,2,0,0,-2,-1,1
682,3278,61680,65280,3,1,0,0,-1,3,0,0,-1,-2,2,0,-2,-2,-1,1
682,3086,61680,65280,3,1,0,0,-1,2,0,0,-1,-3,2,0,-2,-1,-1,1
682,3084,61680,65280,3,0,0,0,-1,2,0,0,-1,-3,2,0,-2,-1,-1,1
682,3148,61680,65280,3,-1,0,0,-1,3,0,0,-1,-2,2,0,-2,-1,-1,1
682,1100,61680,65280,3,-2,0,0,-1,3,0,0,-1,-2,2,0,-2,-1,-1,1
682,17484,61680,65280,3,-2,0,0,-1,3,0,0,-1,-1,2,0,-2,-1,-1,1
682,76,61680,65280,3,-2,0,0,-1,3,0,0,-1,-1,2,0,-2,-3,-1,1
682,12,61680,65280,3,-1,0,0,-1,2,0,0,-1,-2,2,0,-2,-3,-1,1
682,10,61680,65280,3,1,0,0,-1,0,0,0,-1,-2,2,0,-2,-3,-1,1
682,14,61680,65280,3,1,0,0,-1,1,0,0,-1,-2,2,0,-2,-3,-1,1
682,4,61680,65280,3,-1,0,0,-1,1,0,0,-1,-2,2,0,-2,-3,-1,1
682,2,61680,65280,3,1,0,0,-1,-1,0,0,-1,-2,2,0,-2,-3,-1,1
682,522,61680,65280,3,2,0,0,-1,-1,0,0,-1,-2,2,0,-2,-1,-1,1
682,206,61680,65280,3,1,0,0,-1,2,0,0,-1,-1,2,0,-2,-3,-1,1
682,2574,61680,65280,3,2,0,0,-1,1,0,0,-1,-3,2,0,-2,-1,-1,1
682,2570,61680,65280,3,3,0,0,-1,0,0,0,-1,-3,2,0,-2,-1,-1,1
682,2602,61680,65280,3,4,0,0,-1,-1,0,0,-1,-3,2,0,-2,-1,-1,1
682,8746,61680,65280,3,4,0,0,-1,-3,0,0,-1,-2,2,0,-2,-1,-1,1
682,43694,61680,65280,3,3,0,0,-1,1,0,0,-1,-1,2,0,-2,-1,-1,1
1028,682,61680,65280,-1,4,0,0,1,-1,0,0,-1,-1,2,0,0,-3,-1,1
1028,34,61680,65280,-1,3,0,0,1,-3,0,0,-1,-1,2,0,0,-3,-1,1
1028,42,61680,65280,-1,3,0,0,1,-2,0,0,-1,-1,2,0,0,-3,-1,1
1028,238,61680,65280,-1,1,0,0,1,1,0,0,-1,0,2,0,0,-3,-1,1
1028,204,61680,65280,-1,0,0,0,1,1,0,0,-1,0,2,0,0,-3,-1,1
1028,206,61680,65280,-1,1,0,0,1,2,0,0,-1,-1,2,0,0,-3,-1,1
1028,76,61680,65280,-1,-1,0,0,1,2,0,0,-1,-1,2,0,0,-3,-1,1
1028,17612,61680,65280,-1,-2,0,0,1,3,0,0,-1,0,2,0,0,-2,-1,1
1028,1228,61680,65280,-1,-1,0,0,1,3,0,0,-1,-1,2,0,0,-2,-1,1
1028,68,61680,65280,-1,-3,0,0,1,3,0,0,-1,-1,2,0,0,-3,-1,1
1028,1100,61680,65280,-1,-2,0,0,1,3,0,0,-1,-1,2,0,0,-2,-1,1
1028,3278,61680,65280,-1,1,0,0,1,3,0,0,-1,-2,2,0,0,-2,-1,1
14,3148,61680,65280,1,-1,0,0,1,3,0,0,-2,-2,2,0,-2,-1,-1,1
14,2602,61680,65280,1,3,0,0,1,-1,0,0,-2,-2,2,0,-2,-1,-1,1
10,2602,61680,65280,1,3,0,0,0,-1,0,0,-1,-2,2,0,-1,-1,-1,1
10,3148,61680,65280,1,-1,0,0,0,3,0,0,-1,-2,2,0,-1,-1,-1,1
4,3148,61680,65280,-1,-1,0,0,1,3,0,0,-1,-2,2,0,-1,-1,-1,1
4,1228,61680,65280,-1,-1,0,0,1,3,0,0,-1,-1,2,0,-1,-2,-1,1
4,2602,61680,65280,-1,4,0,0,1,-1,0,0,-1,-3,2,0,-1,-2,-1,1
76,2602,61680,65280,-1,4,0,0,2,-1,0,0,-1,-3,2,0,-2,-2,-1,1
76,2574,61680,65280,-1,2,0,0,2,1,0,0,-1,-3,2,0,-2,-1,-1,1
76,2570,61680,65280,-1,3,0,0,2,0,0,0,-1,-3,2,0,-2,-1,-1,1
76,3084,61680,65280,-1,0,0,0,2,3,0,0,-1,-3,2,0,-2,-1,-1,1
76,3086,61680,65280,-1,1,0,0,2,2,0,0,-1,-3,2,0,-2,-1,-1,1
76,3148,61680,65280,-1,-1,0,0,2,3,0,0,-1,-2,2,0,-2,-1,-1,1
76,3276,61680,65280,-1,0,0,0,2,2,0,0,-1,-1,2,0,-2,-1,-1,1
76,3278,61680,65280,-1,1,0,0,2,3,0,0,-1,-2,2,0,-2,-2,-1,1
76,522,61680,65280,-1,3,0,0,2,-1,0,0,-1,-3,2,0,-2,-2,-1,1
76,682,61680,65280,-1,3,0,0,2,-1,0,0,-1,-1,2,0,-2,-2,-1,1
76,44782,61680,65280,-1,4,0,0,2,3,0,0,-1,-1,2,0,-2,-2,-1,1
42,2570,61680,65280,2,3,0,0,-1,0,0,0,-1,-3,2,0,-2,-2,-1,1
42,2602,61680,65280,2,4,0,0,-1,-1,0,0,-1,-3,2,0,-2,-2,-1,1
42,2574,61680,65280,2,2,0,0,-1,1,0,0,-1,-3,2,0,-2,-1,-1,1
42,3086,61680,65280,2,1,0,0,-1,2,0,0,-1,-3,2,0,-2,-1,-1,1
42,3084,61680,65280,2,0,0,0,-1,3,0,0,-1,-3,2,0,-2,-1,-1,1
42,3148,61680,65280,2,-1,0,0,-1,3,0,0,-1,-2,2,0,-2,-1,-1,1
42,3278,61680,65280,2,1,0,0,-1,3,0,0,-1,-2,2,0,-2,-2,-1,1
42,3276,61680,65280,2,0,0,0,-1,3,0,0,-1,-2,2,0,-2,-2,-1,1
42,522,61680,65280,2,3,0,0,-1,-1,0,0,-1,-3,2,0,-2,-2,-1,1
34,2570,61680,65280,1,3,0,0,-2,0,0,0,0,-3,2,0,-1,-2,-1,1
34,522,61680,65280,1,3,0,0,-2,-1,0,0,0,-3,2,0,-1,-2,-1,1
34,2574,61680,65280,1,2,0,0,-2,1,0,0,0,-3,2,0,-1,-1,-1,1
34,3086,61680,65280,1,1,0,0,-2,2,0,0,0,-3,2,0,-1,-1,-1,1
34,3084,61680,65280,1,0,0,0,-2,3,0,0,0,-3,2,0,-1,-1,-1,1
34,3278,61680,65280,1,1,0,0,-2,3,0,0,0,-2,2,0,-1,-2,-1,1
34,2602,61680,65280,1,4,0,0,-2,-1,0,0,0,-3,2,0,-1,-2,-1,1
34,3148,61680,65280,1,-1,0,0,-2,3,0,0,0,-2,2,0,-1,-1,-1,1
19660,2574,61680,65280,-1,2,0,0,3,1,0,0,-1,-3,2,0,-1,-1,-1,1
19660,522,61680,65280,-1,2,0,0,3,-1,0,0,-1,-3,2,0,-1,-1,-1,1
19660,76,61680,65280,-1,-2,0,0,3,3,0,0,-1,-2,2,0,-1,-3,-1,1
19660,206,61680,65280,-1,1,0,0,3,2,0,0,-1,-1,2,0,-1,-3,-1,1
19660,42,61680,65280,-1,3,0,0,3,-1,0,0,-1,-2,2,0,-1,-3,-1,1
19660,3086,61680,65280,-1,1,0,0,3,2,0,0,-1,-3,2,0,-1,-1,-1,1
3276,2574,61680,65280,0,2,0,0,2,1,0,0,-1,-3,2,0,-1,-1,-1,1
3276,3086,61680,65280,0,1,0,0,2,2,0,0,-1,-3,2,0,-1,-1,-1,1
19532,170,61680,65280,-1,2,0,0,2,0,0,0,-1,-1,2,0,0,-2,-1,1
52942,170,61680,65280,1,2,0,0,2,0,0,0,-1,-1,2,0,0,-2,-1,1
44718,170,61680,65280,2,2,0,0,1,0,0,0,-1,-1,2,0,0,-2,-1,1
10794,170,61680,65280,2,2,0,0,-1,0,0,0,-1,-1,2,0,0,-2,-1,1
2570,170,61680,65280,1,2,0,0,0,0,0,0,-1,-1,2,0,0,-2,-1,1
2574,170,61680,65280,2,2,0,0,1,0,0,0,-3,-1,2,0,-1,-2,-1,1
3084,170,61680,65280,0,2,0,0,3,0,0,0,-3,-1,2,0,-1,-2,-1,1
3278,170,61680,65280,1,2,0,0,3,0,0,0,-2,-1,2,0,-2,-2,-1,1
3598,170,61680,65280,1,2,0,0,1,0,0,0,-2,-1,2,0,0,-2,-1,1
2734,170,61680,65280,3,2,0,0,1,0,0,0,-2,-1,2,0,-2,-2,-1,1
2602,170,61680,65280,3,2,0,0,-1,0,0,0,-2,-1,2,0,-1,-2,-1,1
522,170,61680,65280,3,2,0,0,-2,0,0,0,-3,-1,2,0,-1,-2,-1,1
514,170,61680,65280,3,2,0,0,-3,0,0,0,-3,-1,2,0,-1,-2,-1,1
1028,170,61680,65280,-2,2,0,0,2,0,0,0,-3,-1,2,0,-1,-2,-1,1
170,2574,61680,65280,2,2,0,0,0,1,0,0,-1,-3,2,0,-2,-1,-1,1
170,2570,61680,65280,2,2,0,0,0,0,0,0,-1,-3,2,0,-2,-1,-1,1
170,522,61680,65280,2,2,0,0,0,-1,0,0,-1,-3,2,0,-2,-1,-1,1
170,2602,61680,65280,2,4,0,0,0,-2,0,0,-1,-3,2,0,-2,-1,-1,1
170,3148,61680,65280,2,-2,0,0,0,4,0,0,-1,-3,2,0,-2,-1,-1,1
170,3278,61680,65280,2,1,0,0,0,3,0,0,-1,-2,2,0,-2,-2,-1,1
170,3086,61680,65280,2,1,0,0,0,2,0,0,-1,-3,2,0,-2,-1,-1,1
170,3084,61680,65280,2,0,0,0,0,2,0,0,-1,-2,2,0,-2,-1,-1,1
238,522,61680,65280,1,2,0,0,1,-1,0,0,0,-2,2,0,-2,-1,-1,1
238,3084,61680,65280,1,0,0,0,1,2,0,0,0,-2,2,0,-2,-1,-1,1
238,3086,61680,65280,1,1,0,0,1,2,0,0,0,-3,2,0,-2,-1,-1,1
238,3148,61680,65280,1,-1,0,0,1,4,0,0,0,-3,2,0,-2,-1,-1,1
238,3278,61680,65280,1,1,0,0,1,3,0,0,0,-2,2,0,-2,-2,-1,1
